Name;ID;Beschreibung
Datenschutz Management;ead39948-1dbb-4499-99b8-25732c4b2098;Das Datenschutz-Management wird mit dem Ziel betrieben, fr alle verarbeiteten personenbezogenen Daten von betroffenen natrlichen Personen im Sinn der Datenschutz-Grundverordnung, die durch die Verarbeitung durch die Muster AG als Verantwortlicher betroffen sind, den vom Gesetz vorgegeben Schutz angedeihen zu lassen. Neben dem Schutz der Pers”nlichkeitsrechte der betroffenen Person wird mit dem DSMS auch das Ziel verfolgt, der zust„ndigen Beh”rde den Nachweis der Ordnungs- und Rechtm„áigkeit nachvollziehbar belegen zu k”nnen.
Datenbermittlung - Abrechnung;424bc812-5852-451a-ac55-f8753803c8c4;
Datenbermittlung - Bank;52230203-f6a2-47ff-94d7-a1b0fd74e1db;Die Lohn- und Gehaltsdaten gelangen ber ELBA an die Bank zur šberweisung. 
Datenbermittlung - Firmenbuch;a6f2fcda-e0a3-4369-97aa-0b45de64b00e;Die Daten werden unteranderem fr Brgschaftsvertr„ge und Gesellschaftsvertr„ge verwendet.
Datenbermittlung - Jahreslohnzettel;54b109de-f165-4e68-896a-0293f19ced0f;"Lohnsteuerinformationen werden von der Personalverrechnung an das Finanzamt bermittelt. 

Die Sozialverischerung und das Finanzamt bekommen j„hrlich einen Jahreslohnzettel, der die Informationen ber die Mitarbeiter enh„lt. 
"
Datenbermittlung - Karenzierung;7280e303-2ccb-4a98-a77b-542219dc226c;
Datenbermittlung - Krankmeldung;e965b27f-3dca-44ca-8284-ffbaf3ec1faa;Die Krankmeldung gelangt ber den Steuerberater an die Sozialversicherung.
Datenbermittlung - Mitversicherung;67ce12a4-283e-43aa-8639-1edd1382c06c;"Die Daten der Angeh”rigen der Mitarbeiter werden ber den Auftragsverarbeiter ""Lohnverrechnung""  an die Sozialversicherung bermittelt. "
Datenbermittlung - Personalmanagement Sozialversicherung;fa4f706d-7b57-4340-993b-cce8211aff9e;Die Mitarbeiter bei der Sozialversicherung an- bzw. abmelden. 
Datenbermittlung - Verischerung;8d6020ae-13f8-4813-b9bf-f1e6e42bcbfc;
Datenbermittlung - Versicherungsf„lle Logistik - Kunde;c6011297-ef6a-4ce6-ad21-c676228315f7;
Datenbermittlung - Versicherungsf„lle Logistik - Lieferant;e6a1c873-0d3d-418b-b1d2-c52b33e2749a;
Auftragsdatenverarbeiter SpeedDev;79b66269-346e-4e80-bb16-8267763538d1;
Erstellen von Best„tigungen ;681b3158-d1d6-4a25-9826-a53b263679d5;Ehemalige Mitarbeiter k”nnen nach Beendigung des Dienstverh„ltnisses diverse Best„tigungen und Dokumente anfordern (z.B.: Aush„ndigen eines Lohnzettels, Dienstzeugnis). 
Externe Dienstleister Daten;e6c20e88-2f98-4b59-bf6a-3ecca6508940;Name und Telefonnummer, Leistungsentgelt, Bankverbindung
Externe Schulungen;5136d856-6a21-4cd5-bb78-a4db551c1368;Durchfhrung externer Schulungen an Kunden oder auch an Interessenten. 
Firmenbuchangelegenheiten;2549af8b-ac34-43ef-8903-e427f36709b8;Firmenbuchangelegenheiten betreffen das Firmenbuch bzw. Vertr„ge. 
Fuhrparkmanagement;ad0d2e02-b768-4b0b-8cc9-52a959697e6a;Firmenauto
Gesch„ftsfhrung Stammdaten;4c5e1942-d565-4606-9a53-964eff66493d;Name, Geburtsdatum, Adresse, Staatsangeh”rigkeit, Geschlecht, ob Gesellschafter oder Gesellschaftsanteil.
Interessenten Kontaktdaten;7e7bc411-875e-438d-b0c3-9a7f08b427c2;Name, Telefonnummer, E-Mail, Adresse, Funktion im Unternehmen. 
IT-Betrieb;57aed23e-ef55-42a2-b59c-6fb1c91ae632;
Kontakt- und Terminverwaltung (Konzern);9c30d86b-4934-4333-b27f-909c50c6f849;
Krankmeldung;ce7e9344-d029-4f6d-abae-3aacf4f3a325;"Arbeitnehmer sind verpflichtet, den Arbeitgeber im Falle einer Krankheit von ihrer Arbeitsunf„higkeit unverzglich in Kenntnis zu setzen. Dazu kann vom Arbeitgeber die Vorlage einer „rztlichen Best„tigung ber die Arbeitsunf„higkeit verlangt werden. Diese kann bereits ab dem ersten Tag der Arbeitsunf„higkeit verlangt werden, ist oft jedoch erst ab dem vierten Tag der Krankheit erforderlich.

"
Kunden Bank und -bonit„tsdaten;90b032f0-9cd0-4cfc-b51c-ebe9042fec9b;Daten sind unteranderem: Bankverbindung, Kreditkartennummer, Daten zum Zahlungs- und Leistungsverhalten
Kunden Stammdaten;b7bb4bf2-c8d6-4ffc-9e23-a060584e060f;Kundenstammdaten sind: Name,Anrede,  Adresse, Firmenbuchnummer, UID (Ust. ID), E-Mail-Adresse, Telefonnummer, Geburtstag, Zugeh”rigkeit zu Unternehmen
Kundeneigenschaften;5f4abf75-60c4-4953-9834-c66db5d5671c;Kundeneigenschaften sind unter anderem Ums„tze, Zahlungsverhalten, Ansprechpartner und Angebote an den Kunden.
Leistungs- und Lieferungsdaten;e9cfde36-2631-4247-bb4d-477b9cc4ab11;Daten sind unteranderem: Art der Leistung, Ort der Lieferung, Daten der Verzollung, Versicherung, Steuerpflicht
Leistungserbringung;50a1591d-11c4-40be-959c-ecbb2bd4ab61;
Leistungsverrechnung;04ff8491-2f54-4331-818e-d8109ce0e20e;
Lieferanten Bankdaten;bec491b0-f745-4dee-9559-d3cfe5b455cd;
Lieferanten Stammdaten;36ccd670-356c-47fa-b2a2-f7e1daa011e5;Daten sind: Name, Anrede / Geschlecht, Telefonnummer, Zugh”rigkeit zu Unternehmen/Konzern, Adresse
Lieferantenmanagement;85185285-c1e7-4369-b253-7770d7c662b4;Es liegt im berwiegenden Interesse des Konzerns nur geeignete Lieferanten heranzuziehen und gemeinsame, objektivierbare Vergabekriterien zu verwenden. Der Eintrag des Lieferanten erfolgt nach entsprechender Information. Lieferanten, die keinen konzernweiten Eintrag wnschen, werden auf Verlangen gestrichen.
Lohn- und Personalverrechnung;08dbdfa8-c120-4e6b-b1e4-9abe732d1709;"Die Lohnzettel gelangen vom Steuerberater an die Personalverrechnung. Von der Personalverrechnung werden die L”hne / Geh„lter ber ELBA an die Bank weitergeleitet. 

Lohnsteuerinformationen werden von der Personalverrechnung an das Finanzamt bermittelt. 

Die Sozialversicherung und das Finanzamt bekommen j„hrlich einen Jahreslohnzettel, der die Informationen ber die Mitarbeiter enth„lt. "
Marketing - Interessenten;e9d7cb06-c6e4-4238-b4bb-dfc6f9b8ca68;"Zusendung, und Information von Produkten und Dienstleitungen
"
Marketing - Kunden;834bd714-5c5d-4171-9580-13610e0293e8;"Zusendung, und Information von Produkten und Dienstleitungen
"
Mitarbeiter Aus- und Fortbildungsdaten;d430bf8b-64bd-4363-aa0e-0b5860a37350;Fortbildungsnachweise, Zeugnisse, Zetifikate, F„higkeiten
Mitarbeiter Bankdaten;317271bf-571d-49d4-b8d0-f2fb9dc5e0e6;unter anderem Bankverbindung
Mitarbeiter Gesundheitsdaten (Art. 9);aa7b80f4-3f60-4e60-8e3c-fdb4a3505871;"Arbeitsunfall, Mutterschutz, Karenzurlaub, Grad der Behinderung, Fhrerscheindaten, Visum

Fhrerschein:
L„nderkennzeichen des jeweiligen EU-Staates
(Pers”nliche) Daten, die mittels Laser in die Karte ""eingebrannt"" werden, in folgender Reihenfolge: Name (1.), Vorname (2.), Geburtsdatum und -ort (3.), Ausstellungsdatum (4a.); Ablaufdatum (4b.) (Scheckkartenfhrerscheine, die ab dem 19. J„nner 2013 ausgestellt wurden, sind fr die Dauer von 15 Jahren befristet); Ausstellende Beh”rde (4c.), Fhrerscheinnummer (5.)
Laserkippbild: Je nach Perspektive ist entweder das Foto oder das Geburtsdatum zu sehen
Taktile (d.h. fhlbare) Beschriftung
Foto, das mittels Laser in die Karte ""eingebrannt"" wird; darin befinden sich taktile (d.h. fhlbare) Elemente, insbesondere in der linken unteren Ecke
Fhrerscheinklassen
Unterschrift, die mittels Laser in die Karte ""eingebrannt"" wird
Fhrerschein gltig ab ?
Fhrerschein gltig bis ?
Zahlencodes (z.B. bei Brillentr„gerinnen/Brillentr„gern) --> Art. 9


Visum:
Staat fr welches das Visum ausgesetllt wurde, Rahmengltigkeit (wie viele Tage), Visumtyp, Anzahl der Einreisen, maximale Gesamtaufenthaltsdauer, Ausstellungsort, Ausstellungsdatum, Anmerkungen (Aufenthaltszweck, Beschr„nkungen, Erwerbst„tigkeit, Nebenpflichten,..), Name, Staatsangeh”rigkeit, Geburtsdatum, Geschlecht, zum Teil Gesundheitsdaten (Impfnachweis - Art. 9)

"
Mitarbeiter Lohn- und Gehaltsdaten;198aef36-4d7b-44a6-bee9-8f4c33e72e33;
Mitarbeiter Marketingdaten;6577e860-68ce-4761-bbb6-80a1e5026803;Name, Video, Foto
Mitarbeiter Sozialversicherungsdaten;28234e99-c79a-431e-ac4b-332fd801d506;Beitragsgruppe, Zugeh”rigkeit, Geringfgigkeit, Nacht-Schwerarbeit, Lehrzeit, Art des Bezuges, Daten zur Entgeltfortzahlung, Beitragsgrundlage fr Malsuberechnung, Abmeldegrund, Kndigungsentsch„digung, Urlaubsabfindung, Beitragsgrundlageanmeldungdaten, Erstattungsantrag-Krankenentgelt-Daten, Arbeits- und Entgeltbest„tigung fr Krankengeld / Wochengeld, Mitarbeitervorsorgedaten
Mitarbeiter Stammdaten;cfa814ae-c8a2-47bd-84e2-309aab45e2e4;Daten sind unteranderem: Name, Geburtsdatum, Personalnummer, Geschlecht, Organisationseinheit, Telefonnummer, Adresse, SVNr, Sozialversicherungstr„ger, Eintrittsdatum, Vordienstzeiten, T„tigkeit im Unternehmen, Foto, Religionsbekenntnis, Netto/Brutto Entgelt, Qualifikationen, Familienstand, Besch„ftigungsverh„ltnis (Ausmaá, Anstellungsverh„ltnis), Massedaten (monatliche variable Gehaltsbestandteile Nachtdienstzulage, Rufbereitschaftsentsch„digung, Einzelberstunden), regelm„áige gebhrende Zulagen und Nebengebhren (Gehaltszulage, Gefahrenzulage etc.)
Mitarbeiter Strafregisterauszug (Art. 10);b813cb93-5615-4a8e-9c21-c9966440384e;
Mitarbeiter Zugangsdaten;e3a95fd0-10e6-457d-aa01-a7313751ae01;Mitarbeiter Benutzernamen, Email und Passw”rter. 
Mitarbeiter Zuverl„ssigkeit nachweisen (Strafregisterauszug);45e506bc-3f58-4b67-b97f-c69304d3f21f;Um die Zuverl„ssigkeit der Mitarbeiter zu gew„hrleisten, werden Strafregisterauszge z.B.: an Kunden bermittelt, die dies ausdrcklich verlangen. 
Mitarbeiterkarenzierung;cc3be08e-ca69-4046-a86f-7d5657a1e467;Die Karenz(dauer) muss dem Arbeitgeber schriftlich bekannt gegeben werden.
Personalan- und -abmeldung;d6ca355a-51af-451a-a314-0248cc935eb6;"Mitarbeiteranmeldung und -abmeldung

Dienstgeber mssen neu eintretende Arbeitnehmer vor Arbeitseintritt zur Sozialversicherung anmelden (õ33 ASVG) bzw. binnen 7 Tage nach Ender der Pflichtversicherung abmelden. 

Mindest-Meldung hat zu enthalten:
- Dienstgeber-Kontonummer
- Name und Versicherungsnummer / Geburtsdatum des Arbeitsnehmers und dessen Anschrift und Staatszugeh”rigkeit
- Ort und Tag der Besch„ftigungsaufnahme
- Daten des Dienstgebers

Vollst„ndige Meldung hat zu enthalten:
- Dienstgeber-Kontonummer
- Daten des Arbeitsnehmers
- Tag der Besch„ftigungsaufnahme
- Art der Besch„ftigung
- Beginn der Beitragszahlung
- Beitragsgruppe
- Art der T„tigkeit
- Angabe, welchen gesetzlichen Regelungen das Arbeitsverh„ltnis unterliegt
- Nebenbeitr„ge
- Entgelt
- Daten des Dienstgebers

Anmeldung erfolgt elektronisch."
Personalentwicklung;7628e907-15bf-4a09-bcda-bb9bc8a6d36c;"Aus- und Weiterbildungen des Personals

Zur Personalentwicklung z„hlen unteranderem interne Schulungen und Beurteilungen des Mitarbeiters. 
"
Personalmarketing;af2078d8-9e4b-41e2-8abb-0dddc26d46f6;Videos von Mitarbeitern zu Werbezwecken, Fotos in Stellenausschreibungen, Prospekten und Messen
Personalplanung und -controlling;083720f4-6873-4212-8bb1-46115124d8c6;Mitarbeiterbesetzung, Bestands- und Bedarfsplanung, Personalschaffung, Einsatzplaung, 
Personalverwaltung;6b317f78-4438-4bd5-9927-75ff8c4f47a6;"Mitarbeiter Stellenwechsel, Stundenausmaá„nderungen, Erstellen von Best„tigungen



"
Personalverwaltung - Bewerber;179ce3d7-5467-43ce-88e0-ada5228b2757;
Rechnungswesen und Logistik - Kunde;aff6ab53-2647-4728-9ace-a5976fefe09c;"
"
Rechnungswesen und Logistik - Lieferanten;0fcad35a-566b-44d6-9ff2-27d4f45f30d5;"
"
Schulungsteilnehmer Daten;33f13abb-52d4-4c07-bc90-e98d65d68ceb;Schulungsteilnehmerdaten sind: Name, Adresse, Bankverbindung, Evaluierungsergebnis.
Technische Untersttzung;620d7832-56d2-4ae8-aa86-a4fc65c65fd0;
Travelmanagement;0ed25fa8-e178-448c-bd5e-cf606ffd1a86;"Buchung und Organisation von Gesch„ftsreisen (Reisebuchungs- und Abrechnungsprozess).

Die Reisen werden entweder von den Mitarbeitern selbst gebucht bzw. durch die Teamassistenz. Die Dienstleistungen werden von den Mitarbeitern im Vorhinein selbst bezahlt und am Ende jedes Monats wird durch die Buchhaltung das Geld rckerstattet. 

Alle Belege werden manuell in ein System eingegeben. 
"
Versicherungsangelegenheiten;4cabe954-6fb1-4de5-909b-a6e5440895eb;Versicherungen wie zum Beispiel Rechtsschutz
Versicherungsdaten;276d3d4a-07fc-4168-85ed-d865e64b3dcb;Versicherungspolizze, Schadensf„lle
Vertragsdaten;e545c6bd-56f4-4dde-a7a3-4032cf0d461b;
Videoberwachung;ef1fc39c-90ad-43cb-bede-468f1b14b979;"Verschlsselte Videoberwachung im Unternehmen (Bro, Serverraum, etc.) und im Auáenbereich an der Hausmauer oder Fassade des Unternhemens
"
Videoberwachungsdaten;37cac70d-e757-44ea-9d3a-dc557142366b;Bilddaten, Ort, Zeit, Identit„t des Betroffenen, Rolle des Betroffenen (Opfer, T„ter, Zeuge)
Zeitwirtschaft;955c79b4-cec7-4c10-a312-898f05b91252;monatliche Dienstplanung, Abrechnung, Arbeitnehmerschutz
Datenschutzkoordinator;905d3b10-34c6-4a9f-b155-d34b3b28f286;Aufgrund der Gesch„ftszwecke der Muster AG und der damit verbundenen Verarbeitung, wird anstatt eines Datenschutzbeauftragten ein Datenschutzkoordinator bestellt. 
Mitarbeiter Zeitbuchungen;46c3fa60-2188-499d-ab66-e105dcebe510;
_Business IT-Services;5d118bdb-106c-454c-bfc5-2cde9b41569c;
Arbeitsinspektorat;4d10efa6-e17c-4cff-a1a6-12badc2668fd;
Risk AG (DSMS) - Aufragsverarbeiter;6818e79c-67dd-468b-8510-b0d5d2bb56b0;
Global AG;0fcab83c-9315-44f1-a556-864fb81d6278;
IT Dienstleistung;9dffcaa3-a36d-4e5a-bd7a-424a6d87a0e6;
Services_IT;088b6c27-b53f-4b4c-9082-70a37ba2c5bf;
Lohnverrechnung;ac939d00-cce2-4e8b-8857-d00517341487;
SLA Lohnverrechnung;54b0ef68-ea4e-459f-a008-b5634a6a426e;
Steuerberater;15539505-8f62-4678-9188-20788675b8bf;
SLA Steuerberater;6ceae441-210c-4d63-9bb4-80a18bd8340b;
